OUTLET,division,division_id,Paper Count,Total Papers,Fraction
Thinking Skills and Creativity,Built Environment And Design,330000,1,4,0.25
Tissue Antigens: immune response genetics,Biological Sciences,310000,2,4,0.5
Tissue Antigens: immune response genetics,Biomedical And Clinical Sciences,320000,2,4,0.5
Tobacco Induced Diseases,Biomedical And Clinical Sciences,320000,1,4,0.25
Tobacco Induced Diseases,Health Sciences,420000,1,4,0.25
Tobacco Induced Diseases,Information And Computing Sciences,460000,1,4,0.25
Tobacco Induced Diseases,Mathematical Sciences,490000,1,4,0.25
Topics in Stroke Rehabilitation,Health Sciences,420000,2,4,0.5
Topics in Stroke Rehabilitation,Biomedical And Clinical Sciences,320000,1,4,0.25
Topics in Stroke Rehabilitation,Psychology,520000,1,4,0.25
Torts Law Journal,Law And Legal Studies,480000,3,4,0.75
Torts Law Journal,Biological Sciences,310000,1,4,0.25
Tourism Management,"Commerce, Management, Tourism And Services",350000,1,4,0.25
Tourism Management,Health Sciences,420000,1,4,0.25
Tourism Management,Human Society,440000,1,4,0.25
Tourism Management,Psychology,520000,1,4,0.25
Toxicon: X,Biomedical And Clinical Sciences,320000,2,4,0.5
Toxicon: X,Health Sciences,420000,2,4,0.5
Transactions on Mobile Learning,Education,390000,4,4,1.0
Transcultural Psychiatry,Psychology,520000,3,4,0.75
Transcultural Psychiatry,Philosophy And Religious Studies,500000,1,4,0.25
Transformations,"Language, Communication And Culture",470000,3,4,0.75
Transformations,Human Society,440000,1,4,0.25
Transfusion Medicine (Online),Biomedical And Clinical Sciences,320000,4,4,1.0
Transnational German Cinema: Encountering Germany Through Film and Events,"Language, Communication And Culture",470000,3,4,0.75
Transnational German Cinema: Encountering Germany Through Film and Events,Creative Arts And Writing,360000,1,4,0.25
Transplantation Reviews,Biomedical And Clinical Sciences,320000,4,4,1.0
Transport Findings,Engineering,400000,3,4,0.75
Transport Findings,"Commerce, Management, Tourism And Services",350000,1,4,0.25
Transportmetrica B: Transport Dynamics,Engineering,400000,3,4,0.75
Transportmetrica B: Transport Dynamics,"Commerce, Management, Tourism And Services",350000,1,4,0.25
Tree Genetics & Genomes,"Agricultural, Veterinary And Food Sciences",300000,2,4,0.5
Tree Genetics & Genomes,Biological Sciences,310000,2,4,0.5
Trends in Chemistry,Engineering,400000,2,4,0.5
Trends in Chemistry,Biomedical And Clinical Sciences,320000,1,4,0.25
Trends in Chemistry,Chemical Sciences,340000,1,4,0.25
Trends in Neurosciences,Psychology,520000,2,4,0.5
Trends in Neurosciences,Biological Sciences,310000,1,4,0.25
Trends in Neurosciences,Biomedical And Clinical Sciences,320000,1,4,0.25
Turkish Journal of Medical Sciences,Biological Sciences,310000,2,4,0.5
Turkish Journal of Medical Sciences,Biomedical And Clinical Sciences,320000,2,4,0.5
Twenty-first Century China: Views from Australia,"History, Heritage And Archaeology",430000,2,4,0.5
Twenty-first Century China: Views from Australia,Human Society,440000,2,4,0.5
UNSW Law Journal Forum,Law And Legal Studies,480000,4,4,1.0
Understanding experiences of first generation university students: Culturally responsive and sustaining methodologies,Education,390000,4,4,1.0
"Universities for a New World: Making a Global Network in International Higher Education, 1913-2013",Education,390000,2,4,0.5
"Universities for a New World: Making a Global Network in International Higher Education, 1913-2013","History, Heritage And Archaeology",430000,2,4,0.5
"University of Sydney Papers in Human Movement, Health and Coach Education",Education,390000,4,4,1.0
Veterinary Clinics of North America: Exotic Animal Practice,"Agricultural, Veterinary And Food Sciences",300000,4,4,1.0
Veterinary Medicine International,"Agricultural, Veterinary And Food Sciences",300000,2,4,0.5
Veterinary Medicine International,Biological Sciences,310000,1,4,0.25
Veterinary Medicine International,Education,390000,1,4,0.25
Vetus Testamentum,Philosophy And Religious Studies,500000,4,4,1.0
Vibrational Spectroscopy,Chemical Sciences,340000,3,4,0.75
Vibrational Spectroscopy,Earth Sciences,370000,1,4,0.25
Violence Against Women,Law And Legal Studies,480000,3,4,0.75
Violence Against Women,Human Society,440000,1,4,0.25
Virtual Reality,Biomedical And Clinical Sciences,320000,3,4,0.75
Virtual Reality,Psychology,520000,1,4,0.25
Visions of Precarity in Japanese Popular Culture and Literature,"Language, Communication And Culture",470000,4,4,1.0
Visual Anthropology Review,Creative Arts And Writing,360000,2,4,0.5
Visual Anthropology Review,Indigenous Studies,450000,1,4,0.25
Visual Anthropology Review,"Language, Communication And Culture",470000,1,4,0.25
Vitamins and Hormones,Biological Sciences,310000,2,4,0.5
Vitamins and Hormones,Biomedical And Clinical Sciences,320000,2,4,0.5
"War, Democracy and Culture in Classical Athens","History, Heritage And Archaeology",430000,4,4,1.0
Waste and Biomass Valorization,Engineering,400000,4,4,1.0
Western Journal of Emergency Medicine,Biomedical And Clinical Sciences,320000,4,4,1.0
"Who Runs the Artworld: Money, Power and Ethics",Creative Arts And Writing,360000,4,4,1.0
Wildlife Biology,Biological Sciences,310000,3,4,0.75
Wildlife Biology,"Agricultural, Veterinary And Food Sciences",300000,1,4,0.25
Wilson Journal of Ornithology,Biological Sciences,310000,4,4,1.0
Wind Energy,Engineering,400000,4,4,1.0
"Women at Work: Research, Policy and Practice","Commerce, Management, Tourism And Services",350000,4,4,1.0
"Women with Disabilities as Agents of Peace, Change and Rights: Experiences from Sri Lanka",Human Society,440000,4,4,1.0
Word and Image: a journal of verbal/visual enquiry,"Language, Communication And Culture",470000,4,4,1.0
Workshop on Off-Grid Technology 2017,Engineering,400000,4,4,1.0
World Art,Creative Arts And Writing,360000,3,4,0.75
World Art,Human Society,440000,1,4,0.25
World Health Design,Built Environment And Design,330000,4,4,1.0
World Journal of Nephrology,Biomedical And Clinical Sciences,320000,4,4,1.0
Yazhou gainianshi yanjiu &#20122;&#27954;&#27010;&#24565;&#21490;&#30740;&#31350;,"Language, Communication And Culture",470000,4,4,1.0
"Young Adult Drinking Styles.  Current Perspectives on Research, Policy and Practice",Biomedical And Clinical Sciences,320000,1,4,0.25
"Young Adult Drinking Styles.  Current Perspectives on Research, Policy and Practice",Health Sciences,420000,1,4,0.25
"Young Adult Drinking Styles.  Current Perspectives on Research, Policy and Practice",Human Society,440000,1,4,0.25
"Young Adult Drinking Styles.  Current Perspectives on Research, Policy and Practice",Psychology,520000,1,4,0.25
"Young audiences, theatre and the cultural conversation",Education,390000,4,4,1.0
Zhejiang University Journal: Science A (Applied Physics and Engineering),Engineering,400000,4,4,1.0
Zoosystema,Biological Sciences,310000,4,4,1.0
arXiv preprint,Information And Computing Sciences,460000,3,4,0.75
arXiv preprint,Built Environment And Design,330000,1,4,0.25
eJournal of Tax Research,Law And Legal Studies,480000,3,4,0.75
eJournal of Tax Research,"Commerce, Management, Tourism And Services",350000,1,4,0.25
npj Clean Water,Biomedical And Clinical Sciences,320000,3,4,0.75
npj Clean Water,Environmental Sciences,410000,1,4,0.25
'Going Native?': Settler Colonialism and Food,"History, Heritage And Archaeology",430000,1,3,0.33
'Going Native?': Settler Colonialism and Food,Human Society,440000,1,3,0.33
'Going Native?': Settler Colonialism and Food,"Language, Communication And Culture",470000,1,3,0.33
(2022 Conference on Empirical Methods in Natural Language Processing,Mathematical Sciences,490000,2,3,0.67
(2022 Conference on Empirical Methods in Natural Language Processing,Information And Computing Sciences,460000,1,3,0.33
"10th European Conference of Artificial Life, ECAL 2009",Information And Computing Sciences,460000,3,3,1.0
"10th IEEE International Symposium on Biomedical Imaging: From Nano to Macro, ISBI 2013",Information And Computing Sciences,460000,3,3,1.0
10th International Conference of the Learning Sciences the Future of Learning,Education,390000,3,3,1.0
10th International Conference on 3D Radiation Dosimetry (IC3DDose 2018),Physical Sciences,510000,2,3,0.67
10th International Conference on 3D Radiation Dosimetry (IC3DDose 2018),Biomedical And Clinical Sciences,320000,1,3,0.33
10th International Conference on the European Energy Market (EEM 2013),Economics,380000,3,3,1.0
10th International Micro-Air Vehicles Conference and Competition,Engineering,400000,3,3,1.0
"10th International Symposium on Turbulence and Shear Flow Phenomena, TSFP 2017",Engineering,400000,3,3,1.0
"10th International Workshop on Machine Learning in Medical Imaging, MLMI 2019 held in conjunction with the 22nd International Conference on Medical Image Computing and Computer-Assisted Intervention, MICCAI 2019",Information And Computing Sciences,460000,2,3,0.67
"10th International Workshop on Machine Learning in Medical Imaging, MLMI 2019 held in conjunction with the 22nd International Conference on Medical Image Computing and Computer-Assisted Intervention, MICCAI 2019",Engineering,400000,1,3,0.33
10th Urban History Planning History Conferebce,Built Environment And Design,330000,3,3,1.0
"11th ACM International Conference on Tangible, Embedded, and Embodied Interaction (TEI 2017)",Built Environment And Design,330000,3,3,1.0
11th ACM Workshop on Artificial Intelligence and Security (AISec'18),Information And Computing Sciences,460000,3,3,1.0
11th Conference on Advanced Building Skins,Built Environment And Design,330000,3,3,1.0
11th IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining (ASONAM 2019),Engineering,400000,1,3,0.33
11th IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining (ASONAM 2019),Information And Computing Sciences,460000,1,3,0.33
11th IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining (ASONAM 2019),Mathematical Sciences,490000,1,3,0.33
11th International Conference on Applications of Statistics and Probability in Civil Engineering (ICASP 2011),Engineering,400000,3,3,1.0
11th International Conference on Steel Space and Composite Structures (2012),Engineering,400000,3,3,1.0
"11th International Congress on Engineered Material Platforms for Novel Wave Phenomena, Metamaterials 2017",Physical Sciences,510000,3,3,1.0
11th International Society of Markets and Development ISMD International Conference 2010,"Commerce, Management, Tourism And Services",350000,3,3,1.0
"11th International Symposium on Heating, Ventilation and Air Conditioning (ISHVAC 2019)",Built Environment And Design,330000,2,3,0.67
"11th International Symposium on Heating, Ventilation and Air Conditioning (ISHVAC 2019)",Engineering,400000,1,3,0.33
"12th Americas Conference on Wind Engineering 2013, ACWE 2013: Wind Effects on Structures, Communities, and Energy Generation",Engineering,400000,3,3,1.0
12th Asian Control Conference (ASCC 2019),Engineering,400000,2,3,0.67
12th Asian Control Conference (ASCC 2019),"Agricultural, Veterinary And Food Sciences",300000,1,3,0.33
12th Australian Society of Heterodox Economists Conference,Human Society,440000,2,3,0.67
12th Australian Society of Heterodox Economists Conference,Economics,380000,1,3,0.33
12th European Conference on e-Learning (ECEL 2013),Education,390000,3,3,1.0
12th IEEE Pacific Visualization Symposium (PacificVis 2019),Information And Computing Sciences,460000,3,3,1.0
12th International Conference on Advances in Steel-Concrete Composite Structures (ASCCS 2018),Engineering,400000,3,3,1.0
12th International Conference on Intelligent Systems and Knowledge Engineering (ISKE 2017),"Agricultural, Veterinary And Food Sciences",300000,3,3,1.0
12th International Symposium on Biomechanics and Medicine in Swimming,Health Sciences,420000,3,3,1.0
133rd Audio Engineering Society (AES) Convention,Built Environment And Design,330000,2,3,0.67
133rd Audio Engineering Society (AES) Convention,Engineering,400000,1,3,0.33
13th International Conference on Applications of Statistics and Probability in Civil Engineering (ICASP13),Engineering,400000,3,3,1.0
"13th International Conference on Bulk Materials Storage, Handling and Transportation (ICBMH 2019)",Engineering,400000,2,3,0.67
"13th International Conference on Bulk Materials Storage, Handling and Transportation (ICBMH 2019)",Physical Sciences,510000,1,3,0.33
13th International Conference on Computational Intelligence in Security for Information Systems (CISIS 2020),Information And Computing Sciences,460000,3,3,1.0
13th International Symposium on Tubular Structures,Engineering,400000,3,3,1.0
13th International Symposium on Wireless Communication Systems (ISWCS 2016),Engineering,400000,3,3,1.0
14th ACM International Symposium on QoS and Security for Wireless and Mobile Networks (Q2SWinet 2018),Engineering,400000,2,3,0.67
14th ACM International Symposium on QoS and Security for Wireless and Mobile Networks (Q2SWinet 2018),Information And Computing Sciences,460000,1,3,0.33
14th Congress of the Iberoamerican Society of Digital Graphics (SIGraDi),Built Environment And Design,330000,3,3,1.0
"14th IEEE International Symposium on Biomedical Imaging, ISBI 2017",Biomedical And Clinical Sciences,320000,1,3,0.33
"14th IEEE International Symposium on Biomedical Imaging, ISBI 2017",Engineering,400000,1,3,0.33
"14th IEEE International Symposium on Biomedical Imaging, ISBI 2017",Information And Computing Sciences,460000,1,3,0.33
14th International Heat Transfer Conference (IHTC14),Engineering,400000,3,3,1.0
"14th International Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications (VISIGRAPP 2019)",Information And Computing Sciences,460000,2,3,0.67
"14th International Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications (VISIGRAPP 2019)",Engineering,400000,1,3,0.33
14th International Workshop on Breast Imaging (IWBI 2018),Biomedical And Clinical Sciences,320000,3,3,1.0
15 th European Conference on Computer Vision ECCV 2018,Information And Computing Sciences,460000,3,3,1.0
"15th ACM International Conference on Mobile Systems, Applications, and Services, MobiSys 2017",Information And Computing Sciences,460000,3,3,1.0
15th European Conference on Computer Vision ECCV 2018),Information And Computing Sciences,460000,2,3,0.67
15th European Conference on Computer Vision ECCV 2018),Engineering,400000,1,3,0.33
15th European Conference on Computer Vision ECCV-2018,Information And Computing Sciences,460000,3,3,1.0
15th European Conference on Computer Vision ECCV2018),Information And Computing Sciences,460000,2,3,0.67
15th European Conference on Computer Vision ECCV2018),Engineering,400000,1,3,0.33
15th IEEE International Conference on Communication Systems (ICCS 2016),Information And Computing Sciences,460000,2,3,0.67
15th IEEE International Conference on Communication Systems (ICCS 2016),Engineering,400000,1,3,0.33
"15th International Conference on Tangible, Embedded, and Embodied Interaction (TEI 2021)",Information And Computing Sciences,460000,2,3,0.67
"15th International Conference on Tangible, Embedded, and Embodied Interaction (TEI 2021)",Built Environment And Design,330000,1,3,0.33
15th International First Year in Higher Education Conference | New Horizons,Education,390000,3,3,1.0
15th International Symposium on Tubular Structures (ISTS 2015),Engineering,400000,3,3,1.0
15th Pacific Asia Conference on Information Systems PACIS 2011,"Commerce, Management, Tourism And Services",350000,2,3,0.67
15th Pacific Asia Conference on Information Systems PACIS 2011,Engineering,400000,1,3,0.33
16th European Conference on eLearning (ECEL 2017),Education,390000,3,3,1.0
"16th International Conference on Computer Aided Architectural Design Research in Asia (CAADRIA 2011): Circuit Bending, Breaking and Mending",Built Environment And Design,330000,3,3,1.0
"16th International Conference on Informatics in Control, Automation and Robotics (ICINCO 2019)","Agricultural, Veterinary And Food Sciences",300000,2,3,0.67
"16th International Conference on Informatics in Control, Automation and Robotics (ICINCO 2019)",Engineering,400000,1,3,0.33
16th International Conference on Medical Image Computing and Computer-Assisted Intervention (MICCAI 2013),Information And Computing Sciences,460000,3,3,1.0
17th Americas Conference On Information Systems (AMCIS 2011),"Commerce, Management, Tourism And Services",350000,3,3,1.0
17th IEEE International Conference on Data Mining (ICDM 2017),Information And Computing Sciences,460000,3,3,1.0
17th IEEE International Symposium on Biomedical Imaging (ISBI 2020),Information And Computing Sciences,460000,3,3,1.0
17th IEEE International Symposium on Network Computing and Applications (NCA),Information And Computing Sciences,460000,3,3,1.0
17th International Conference on Computer-Aided Architectural Design Research in Asia: CAADRIA 2012 Beyond Codes and Pixels,Built Environment And Design,330000,2,3,0.67
17th International Conference on Computer-Aided Architectural Design Research in Asia: CAADRIA 2012 Beyond Codes and Pixels,Creative Arts And Writing,360000,1,3,0.33
17th International Conference on Medical Image Computing and Computer-Assisted Intervention - MICCAI 2014,Information And Computing Sciences,460000,3,3,1.0
17th International Conference on Optical Communications and Networks (ICOCN 2018),Engineering,400000,3,3,1.0
17th International Conference on Transparent Optical Networks (ICTON 2015),Engineering,400000,3,3,1.0
"17th International Symposium on Electronic Art, ISEA 2011",Creative Arts And Writing,360000,3,3,1.0
17th Pacific Asia Conference on Information Systems (PACIS) 2013,"Commerce, Management, Tourism And Services",350000,2,3,0.67
17th Pacific Asia Conference on Information Systems (PACIS) 2013,Information And Computing Sciences,460000,1,3,0.33
"18th IEEE/CVF International Conference on Computer Vision, ICCVW 2021",Information And Computing Sciences,460000,3,3,1.0
18th International Conference on Asia-Pacific Digital Libraries (ICADL 2016),Information And Computing Sciences,460000,2,3,0.67
18th International Conference on Asia-Pacific Digital Libraries (ICADL 2016),Built Environment And Design,330000,1,3,0.33
18th International Congress of Phonetic Sciences (ICPhS2015),"Language, Communication And Culture",470000,2,3,0.67
18th International Congress of Phonetic Sciences (ICPhS2015),Indigenous Studies,450000,1,3,0.33
18th International Symposium on Robotics Research (ISRR 2017),Information And Computing Sciences,460000,3,3,1.0
"18th Working Notes of CLEF Conference and Labs of the Evaluation Forum, CLEF 2017",Information And Computing Sciences,460000,2,3,0.67
"18th Working Notes of CLEF Conference and Labs of the Evaluation Forum, CLEF 2017",Engineering,400000,1,3,0.33
18th World Congress of the International Federation of Automatic Control (IFAC 2011),Mathematical Sciences,490000,3,3,1.0
19th ACM International Symposium on Mobile Ad-Hoc Networking and Computing (MobiHoc 2018),Engineering,400000,2,3,0.67
19th ACM International Symposium on Mobile Ad-Hoc Networking and Computing (MobiHoc 2018),Information And Computing Sciences,460000,1,3,0.33
"19th Australasian Fluid Mechanics Conference, AFMC 2014",Engineering,400000,2,3,0.67
"19th Australasian Fluid Mechanics Conference, AFMC 2014",Mathematical Sciences,490000,1,3,0.33
19th CIB World Building Congress 2013,Built Environment And Design,330000,2,3,0.67
19th CIB World Building Congress 2013,Environmental Sciences,410000,1,3,0.33
"19th IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks (WoWMoM 2018)",Information And Computing Sciences,460000,3,3,1.0
19th IEEE Winter Conference on Applications of Computer Vision (WACV 2019),Information And Computing Sciences,460000,3,3,1.0
"19th International Conference on Artificial Intelligence and Soft Computing, ICAISC 2020",Information And Computing Sciences,460000,3,3,1.0
19th International Conference on Artificial Intelligence in Education (AIED2018),Health Sciences,420000,2,3,0.67
19th International Conference on Artificial Intelligence in Education (AIED2018),Information And Computing Sciences,460000,1,3,0.33
19th International Conference on Transparent Optical Networks (ICTON 2017),Engineering,400000,3,3,1.0
"19th International Symposium on Intelligent Data Analysis, IDA 2021",Information And Computing Sciences,460000,3,3,1.0
19th World Congress of Soil Science Soil solutions for a changing world,Environmental Sciences,410000,2,3,0.67
19th World Congress of Soil Science Soil solutions for a changing world,"Agricultural, Veterinary And Food Sciences",300000,1,3,0.33
"1st Australian and New Zealand Control Conference, ANZCC 2017",Information And Computing Sciences,460000,2,3,0.67
"1st Australian and New Zealand Control Conference, ANZCC 2017",Engineering,400000,1,3,0.33
1st IFAC Workshop on Robot Control (WROCO 2019),Engineering,400000,1,3,0.33
1st IFAC Workshop on Robot Control (WROCO 2019),Information And Computing Sciences,460000,1,3,0.33
1st IFAC Workshop on Robot Control (WROCO 2019),Mathematical Sciences,490000,1,3,0.33
"1st International Conference on Applied Computing Research to Support Industry: Innovation and Technology, ACRIT 2019","Agricultural, Veterinary And Food Sciences",300000,3,3,1.0
1st International Conference on Geomechanics and Geoenvironmental Engineering (iCGMGE 2017),Engineering,400000,3,3,1.0
1st International Conference on Operations Research and Enterprise Systems ICORES 2012,Mathematical Sciences,490000,2,3,0.67
1st International Conference on Operations Research and Enterprise Systems ICORES 2012,"Commerce, Management, Tourism And Services",350000,1,3,0.33
1st International ICST Conference on Sensor Systems and Software (S-Cube 2009),Information And Computing Sciences,460000,2,3,0.67
1st International ICST Conference on Sensor Systems and Software (S-Cube 2009),Engineering,400000,1,3,0.33
2009 IEEE International Conference on Robotics and Automation,Engineering,400000,3,3,1.0
2009 IEEE/RSJ International Conference on Intelligent Robots and Systems,Engineering,400000,3,3,1.0
2009 Spring Simulation Multiconference SpringSim'09 - Agent-Directed Simulation (ADS),Built Environment And Design,330000,1,3,0.33
2009 Spring Simulation Multiconference SpringSim'09 - Agent-Directed Simulation (ADS),"Commerce, Management, Tourism And Services",350000,1,3,0.33
2009 Spring Simulation Multiconference SpringSim'09 - Agent-Directed Simulation (ADS),Information And Computing Sciences,460000,1,3,0.33
2010 ACS/IEEE International Conference on Computer Systems and Applications (AICCSA2010),Information And Computing Sciences,460000,2,3,0.67
2010 ACS/IEEE International Conference on Computer Systems and Applications (AICCSA2010),Built Environment And Design,330000,1,3,0.33
2010 Conference on New Interfaces for Musical Expression (NIME 2010),Built Environment And Design,330000,3,3,1.0
2010 IEEE 21st International Symposium on Personal Indoor and Mobile Radio Communications,Engineering,400000,3,3,1.0
2010 IEEE Wireless Communications and Networking Conference (WCNC 2010),Engineering,400000,2,3,0.67
2010 IEEE Wireless Communications and Networking Conference (WCNC 2010),Information And Computing Sciences,460000,1,3,0.33
2010 International Conference on Field-Programmable Technology (FPT),Engineering,400000,3,3,1.0
2010 Photonics Global Conference (PGC 2010),Physical Sciences,510000,2,3,0.67
2010 Photonics Global Conference (PGC 2010),Engineering,400000,1,3,0.33
2010 Second World Congress on Nature and Biologically Inspired Computing (NaBIC 2010),Information And Computing Sciences,460000,2,3,0.67
2010 Second World Congress on Nature and Biologically Inspired Computing (NaBIC 2010),Engineering,400000,1,3,0.33
2012 IEEE International Topical Meeting on Microwave Photonics (MWP),Physical Sciences,510000,2,3,0.67
2012 IEEE International Topical Meeting on Microwave Photonics (MWP),Engineering,400000,1,3,0.33
2012 International Conference on Digital Image Computing Techniques and Applications (DICTA),Information And Computing Sciences,460000,3,3,1.0
2012 Joint International Conference of the Australian Association for Research in Education (AARE) and the Asia Pacific Educational Research Association (APERA),Education,390000,3,3,1.0
"2013 Australasian Road Safety Research, Policing and Education Conference (ARSRPE 2013)",Engineering,400000,3,3,1.0
2013 IEEE International Symposium on Circuits and Systems (ISCAS 2013),Engineering,400000,3,3,1.0
2013 International Conference on Digital Image Computing: Techniques and Applications (DICTA 2013),Information And Computing Sciences,460000,3,3,1.0
2013 International Conference on Economics and Social Science (ICESS 2013),Education,390000,3,3,1.0
2014 IEEE 79th Vehicular Technology Conference (VTC Spring),Engineering,400000,3,3,1.0
"2014 IEEE International Conference on Acoustics, Speech, and Signal Processing (ICASSP)",Engineering,400000,2,3,0.67
"2014 IEEE International Conference on Acoustics, Speech, and Signal Processing (ICASSP)",Information And Computing Sciences,460000,1,3,0.33
2014 IEEE International Symposium on Circuits and Systems (ISCAS 2014),Engineering,400000,3,3,1.0
"2014 IEEE Photonics Conference, IPC 2014",Physical Sciences,510000,3,3,1.0
2014 International Conference on Field- Programmable Technology (ICFPT),Engineering,400000,3,3,1.0
2015 Annual Meeting of the American Educational Research Association,Education,390000,3,3,1.0
2015 IEEE 8th GCC Conference and Exhibition (GCCCE 2015),Engineering,400000,3,3,1.0
2015 IEEE Global Communications Conference (GLOBECOM),Engineering,400000,3,3,1.0
"2015 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP 2015)",Engineering,400000,3,3,1.0
2015 IEEE International Conference on Image Processing (ICIP 2015),Information And Computing Sciences,460000,2,3,0.67
2015 IEEE International Conference on Image Processing (ICIP 2015),Biomedical And Clinical Sciences,320000,1,3,0.33
2015 IEEE International Symposium on Signal Processing and Information Technology (ISSPIT),Information And Computing Sciences,460000,2,3,0.67
2015 IEEE International Symposium on Signal Processing and Information Technology (ISSPIT),Engineering,400000,1,3,0.33
2015 International Conference on Digital Image Computing: Techniques and Applications (DICTA 2015),Information And Computing Sciences,460000,2,3,0.67
2015 International Conference on Digital Image Computing: Techniques and Applications (DICTA 2015),Physical Sciences,510000,1,3,0.33
2015 International Symposium on Antennas and Propagation (ISAP2015),Engineering,400000,3,3,1.0
2016 37th International Conference on Information Systems (ICIS 2016),"Commerce, Management, Tourism And Services",350000,2,3,0.67
2016 37th International Conference on Information Systems (ICIS 2016),Information And Computing Sciences,460000,1,3,0.33
2016 49th Hawaii International Conference on System Sciences (HICSS),"Commerce, Management, Tourism And Services",350000,1,3,0.33
2016 49th Hawaii International Conference on System Sciences (HICSS),Health Sciences,420000,1,3,0.33
2016 49th Hawaii International Conference on System Sciences (HICSS),Information And Computing Sciences,460000,1,3,0.33
2016 ACM Conference on Designing Interactive Systems (DIS 2016),Information And Computing Sciences,460000,2,3,0.67
2016 ACM Conference on Designing Interactive Systems (DIS 2016),Built Environment And Design,330000,1,3,0.33
"2016 ACM Internet Measurement Conference, IMC 2016",Information And Computing Sciences,460000,3,3,1.0
2016 IEEE 5th Global Conference on Consumer Electronics (GCCE 2016),Engineering,400000,3,3,1.0
2016 IEEE 8th International Power Electronics and Motion Control Conference (IPEMC-ECCE Asia),Engineering,400000,3,3,1.0
2016 IEEE Conference on Computer Communications Workshops (INFOCOM WKSHPS 2016),Information And Computing Sciences,460000,2,3,0.67
2016 IEEE Conference on Computer Communications Workshops (INFOCOM WKSHPS 2016),Engineering,400000,1,3,0.33
2016 IEEE International Conference on Bioinformatics and Biomedicine (BIBM 2016),Information And Computing Sciences,460000,2,3,0.67
2016 IEEE International Conference on Bioinformatics and Biomedicine (BIBM 2016),Health Sciences,420000,1,3,0.33
2016 IEEE International Conference on Cluster Computing (CLUSTER 2016),Information And Computing Sciences,460000,3,3,1.0
2016 IEEE International Conference on Multimedia and Expo (ICME 2016),Biomedical And Clinical Sciences,320000,1,3,0.33
2016 IEEE International Conference on Multimedia and Expo (ICME 2016),Engineering,400000,1,3,0.33
2016 IEEE International Conference on Multimedia and Expo (ICME 2016),Information And Computing Sciences,460000,1,3,0.33
2016 IEEE International Conference on Multimedia and Expo Workshop (ICMEW 2016),Information And Computing Sciences,460000,3,3,1.0
2016 IEEE/CIC International Conference on Communications in China (ICCC 2016),Engineering,400000,3,3,1.0
2016 International Conference on Information Science and Communications Technologies (ICISCT 2016),Information And Computing Sciences,460000,2,3,0.67
2016 International Conference on Information Science and Communications Technologies (ICISCT 2016),Engineering,400000,1,3,0.33
2016 International Conference on New Interfaces for Musical Expression (NIME 2016),Creative Arts And Writing,360000,3,3,1.0
2017 Australasian Road Safety Conference (ARSC2017),Psychology,520000,3,3,1.0
"2017 Conference on Lasers and Electro-Optics, CLEO 2017",Physical Sciences,510000,3,3,1.0
2017 IEEE 3rd International Future Energy Electronics Conference and ECCE Asia (IFEEC 2017 - ECCE ASIA),Engineering,400000,3,3,1.0
2017 IEEE International Conference on Big Data (BIGDATA),Information And Computing Sciences,460000,3,3,1.0
2017 IEEE International Conference on Information and Automation (ICIA 2017),Engineering,400000,3,3,1.0
2017 ISCTC 11th International Conference on Transport Survey Methods,"Commerce, Management, Tourism And Services",350000,3,3,1.0
2018 ACM International Symposium on Wearable Computers (ISWC 2018),Information And Computing Sciences,460000,3,3,1.0
2018 Australasian Computer Science Week Multiconference (ACSW 2018),Information And Computing Sciences,460000,3,3,1.0
2018 China International Conference on Electricity Distribution (CICED),Engineering,400000,3,3,1.0
"2018 Conference on Artificial Life: Beyond AI, ALIFE 2018",Biomedical And Clinical Sciences,320000,1,3,0.33
"2018 Conference on Artificial Life: Beyond AI, ALIFE 2018",Information And Computing Sciences,460000,1,3,0.33
"2018 Conference on Artificial Life: Beyond AI, ALIFE 2018",Mathematical Sciences,490000,1,3,0.33
2018 HIMAA NCCH 35th National Conference,"Commerce, Management, Tourism And Services",350000,1,3,0.33
2018 HIMAA NCCH 35th National Conference,Health Sciences,420000,1,3,0.33
2018 HIMAA NCCH 35th National Conference,Information And Computing Sciences,460000,1,3,0.33
2018 IEEE 10th International Symposium on Turbo Codes & Iterative Information Processing (ISTC 2018),Engineering,400000,2,3,0.67
2018 IEEE 10th International Symposium on Turbo Codes & Iterative Information Processing (ISTC 2018),Information And Computing Sciences,460000,1,3,0.33
2018 IEEE 24th International Conference on Parallel and Distributed Systems (ICPADS 2018),Information And Computing Sciences,460000,2,3,0.67
2018 IEEE 24th International Conference on Parallel and Distributed Systems (ICPADS 2018),Engineering,400000,1,3,0.33
2018 IEEE Globecom Workshops (GC Wkshps),Engineering,400000,2,3,0.67
2018 IEEE Globecom Workshops (GC Wkshps),Information And Computing Sciences,460000,1,3,0.33
2018 IEEE International Workshop Technical Committee on Communications Quality and Reliability (CQR 2018),Engineering,400000,2,3,0.67
2018 IEEE International Workshop Technical Committee on Communications Quality and Reliability (CQR 2018),Information And Computing Sciences,460000,1,3,0.33
